,views,products,products_quan,carts,carts_quan,wish,wish_quan
1638994063850443331,18,"[2000000101712.0, 2000000082837.0, 2000000110745.0, 2000000064727.0, 2000000057330.0, 2000000018256.0, 2000000116730.0, 2000000039756.0, 2000000106267.0]",9.0,,,,
16389940931053169287,17,"[2000000101712.0, 2000000101712.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0, 2000000064727.0]",15.0,,,,
16389941461010459313,1,,,,,,
1638994256853332824,3,,,,,,
1638994169603781493,3,[2000000091839.0],1.0,,,,
16389943701061285673,2,,,,,,
1638994387457063992,1,,,,,,
1638994397495431295,1,,,,,,
16389944871026553339,1,[2000000109466.0],1.0,,,,
1638994564255414708,7,"[2000000103525.0, 2000000099989.0]",2.0,,,,
1638994696503259425,1,[2000000099989.0],1.0,,,,
1638994941870748770,2,,,,,,
1638995129424806824,1,,,,,,
1638995265986540691,10,"[2000000064727.0, 2000000101712.0, 2000000064727.0, 2000000040011.0, 2000000064727.0, 2000000105345.0, 2000000064727.0]",7.0,,,,
1638995323479935422,3,[2000000101712.0],1.0,,,,
1638995505413760238,5,"[2000000101712.0, 2000000082837.0, 2000000082837.0, 2000000082837.0, 2000000105031.0]",5.0,,,,
1638995662732612428,4,,,,,,
1638995944356650999,4,,,,,,
1638995961515565634,3,,,,,,
1638996040970570564,1,[2000000061795.0],1.0,,,,
1638996686749094257,1,,,,,,
16389970251037049218,1,[2000000101712.0],1.0,,,,
1638997079865600723,1,,,,,,
1638997790483895646,1,,,,,,
1638997848351765110,1,,,,,,
1638998248365077896,2,,,,,,
1638998172907162898,7,"[2000000101712.0, 2000000111407.0, 2000000114804.0, 2000000096971.0]",4.0,,,,
1638998302614151920,6,"[2000000101712.0, 2000000091839.0]",2.0,,,,
163899836567779420,1,,,,,,
1638998392704591963,3,[2000000061795.0],1.0,,,,
1638999324176628044,15,"[2000000115627.0, 2000000026572.0, 2000000112312.0, 2000000026572.0, 2000000113067.0, 2000000113067.0, 2000000116648.0, 2000000066462.0, 2000000068008.0, 2000000082837.0]",10.0,,,,
1638998649117575796,3,,,,,,
1638998651343504371,15,"[2000000061795.0, 2000000061788.0, 2000000116600.0, 2000000070940.0, 2000000060729.0, 2000000060729.0, 2000000082837.0, 2000000082837.0]",8.0,,,,
1638998686358335971,9,[2000000104355.0],1.0,,,,
1638998729778738032,4,"[2000000108087.0, 2000000108087.0]",2.0,,,,
1638998745350732678,3,[2000000064352.0],1.0,,,,
1638998760614570338,4,,,,,,
1638998867236022889,1,,,,,,
1638998878294856680,1,,,,,,
1638998924893468561,7,"[2000000116570.0, 2000000116570.0]",2.0,,,,
1638998962587342280,1,,,,,,
1638999014702043574,4,[2000000101712.0],1.0,,,,
1638999014979716232,15,"[2000000101712.0, 2000000116730.0]",2.0,,,,
1638999047211495280,66,"[2000000107325.0, 2000000112343.0, 2000000012667.0, 2000000112343.0, 2000000107325.0, 2000000112343.0, 2000000107325.0, 2000000115672.0, 2000000115672.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000112343.0, 2000000107325.0, 2000000002378.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000115672.0, 2000000115672.0, 2000000112343.0, 2000000115672.0, 2000000115672.0, 2000000107325.0, 2000000115672.0, 2000000115672.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0, 2000000107325.0]",41.0,,,,
16389991741004261161,3,[2000000065823.0],1.0,,,,
1638999244698664711,8,"[2000000101712.0, 2000000116495.0, 2000000116495.0]",3.0,,,,
1638999272764166198,5,,,,,,
1638999387313259852,3,[2000000101712.0],1.0,,,,
1638999441544750616,1,[2000000071435.0],1.0,,,,
1638999497516058628,2,"[2000000116495.0, 2000000116495.0]",2.0,,,,
1638999574908982261,3,,,,,,
1638999651578565611,1,,,,,,
16389998081050943636,1,[2000000101712.0],1.0,,,,
163899983589135944,1,,,,,,
1638999896843191244,2,[2000000105031.0],1.0,,,,
1638999868495082678,1,[2000000058399.0],1.0,,,,
1638999974417192218,3,"[2000000101712.0, 2000000078076.0, 2000000116570.0]",3.0,,,,
1638999973520169435,1,,,,,,
1639000067472734008,4,"[2000000058399.0, 2000000058399.0]",2.0,,,,
1639000008539723560,1,,,,,,
1639000081319061531,5,[2000000057279.0],1.0,,,,
16390000848686998,1,[2000000101712.0],1.0,,,,
1639000185886675117,11,"[2000000028453.0, 2000000116709.0, 2000000028453.0, 2000000028453.0]",4.0,,,,
1639000179434235496,2,,,,,,
1639000205276488416,3,"[2000000105031.0, 2000000105031.0]",2.0,,,,
1639000245977761546,37,"[2000000090382.0, 2000000088013.0, 2000000081496.0, 2000000077697.0, 2000000029764.0, 2000000029764.0, 2000000071299.0, 2000000071299.0, 2000000065632.0, 2000000074658.0, 2000000081014.0, 2000000104973.0, 2000000105956.0, 2000000086309.0, 2000000030197.0]",15.0,,,,
1639000302916174908,1,,,,,,
1639000391517006552,4,"[2000000101194.0, 2000000098548.0, 2000000110530.0, 2000000111421.0]",4.0,,,,
1639000523947217153,1,,,,,,
1639000532232038487,1,,,,,,
1639000708198488120,1,,,,,,
1639000793522533101,2,"[2000000090122.0, 2000000090122.0]",2.0,,,,
1639000849642490708,9,"[2000000028118.0, 2000000047416.0]",2.0,,,,
1639000864510955253,17,"[2000000101712.0, 2000000101712.0, 2000000101712.0, 2000000101712.0]",4.0,,,,
1639000906485454020,3,,,,,,
1639000946609112158,21,"[2000000060415.0, 2000000048628.0, 2000000048628.0]",3.0,,,,
1639001048758349679,1,,,,,,
1639001066839772028,9,"[2000000082837.0, 2000000079882.0, 2000000061795.0, 2000000104591.0, 2000000061795.0, 2000000110943.0, 2000000061795.0, 2000000061795.0]",8.0,,,,
1639001719480184376,3,,,,,,
1639001886590159680,2,,,,,,
1639001930998850759,1,[2000000101712.0],1.0,,,,
1639002079308315571,1,[2000000102931.0],1.0,,,,
1638973332451821093,1,[2000000101712.0],1.0,,,,
163900214883910442,2,[2000000091990.0],1.0,,,,
1628845105171295936,9,"[2000000116730.0, 2000000094281.0]",2.0,,,,
1639002244694579737,1,,,,,,
163900224915660948,3,,,,,,
1639002430886801874,18,[2000000103006.0],1.0,,,,
163900248510422419,9,[2000000116648.0],1.0,,,,
1639002502668421989,1,[2000000094281.0],1.0,,,,
1639002521168416368,2,[2000000113272.0],1.0,,,,
16390025691040047517,1,,,,,,
1639002639278504421,6,[2000000113890.0],1.0,,,,
1639003052471036736,1,,,,,,
1639003113130357773,1,,,,,,
1639003214450959963,3,,,,,,
1639003383959677159,1,[2000000101712.0],1.0,,,,
1639003500779002927,1,[2000000101712.0],1.0,,,,
1639003566748495860,1,,,,,,
1639003582977587754,3,"[2000000116594.0, 2000000102689.0]",2.0,,,,
1639003943443868572,38,"[2000000116532.0, 2000000116297.0, 2000000116358.0, 2000000115436.0, 2000000115566.0, 2000000114712.0, 2000000114606.0, 2000000114255.0, 2000000113630.0]",9.0,,,,
163900402921285030,1,,,,,,
16390040841041753542,1,,,,,,
1630812262292622998,1,,,,,,
1639004851279723360,5,[2000000103754.0],1.0,,,,
1639004941626324716,1,[2000000045719.0],1.0,,,,
1639005423961384091,1,,,,,,
1639005603126177392,22,"[2000000116600.0, 2000000116532.0, 2000000116549.0, 2000000116174.0, 2000000116327.0, 2000000115931.0, 2000000114712.0, 2000000114255.0, 2000000113630.0, 2000000112268.0]",10.0,,,,
16390058411043262530,3,"[2000000102931.0, 2000000093321.0]",2.0,,,,
1639005880699236796,5,,,,,,
1639006091250517781,2,,,,,,
1639006599580494524,4,,,,,,
1639006879379123865,3,[2000000108926.0],1.0,,,,
1639006894709641455,4,[2000000112480.0],1.0,,,,
1639007721421070117,3,,,,,,
1639007946592448345,1,[2000000078410.0],1.0,,,,
1639008201374429819,1,,,,,,
1639008317285147575,4,"[2000000101712.0, 2000000116778.0]",2.0,,,,
1639008471883023393,1,,,,,,
1639008521638626722,5,,,,,,
1639008695902973859,1,,,,,,
1639009240408500789,1,,,,,,
1639009246808164595,4,"[2000000105154.0, 2000000116693.0]",2.0,,,,
1639009290357164580,1,[2000000055206.0],1.0,,,,
1639009373631968757,2,"[2000000102931.0, 2000000102931.0]",2.0,,,,
1639009668962540301,24,"[2000000115580.0, 2000000110783.0, 2000000110783.0, 2000000110783.0, 2000000116600.0, 2000000116624.0, 2000000116693.0, 2000000116693.0, 2000000115481.0, 2000000118437.0]",10.0,,,,
16390102311021052545,1,[2000000104386.0],1.0,,,,
1639010473614715764,2,,,,,,
16390105125757243,1,,,,,,
1639010550494249761,15,"[2000000077512.0, 2000000072289.0, 2000000073408.0, 2000000073408.0, 2000000073088.0, 2000000067636.0, 2000000039671.0]",7.0,,,,
163901167638841700,3,[2000000112602.0],1.0,,,,
1639012066476705260,2,,,,,,
1639012536322689203,1,[2000000047317.0],1.0,,,,
1639012798610354100,3,,,,,,
1639013315825507121,2,[2000000116648.0],1.0,,,,
16390133741001150026,1,,,,,,
1639013405379834796,1,,,,,,
1639013655676168949,1,[2000000061610.0],1.0,,,,
1639013714714571331,5,"[2000000116730.0, 2000000116730.0, 2000000116730.0]",3.0,,,,
1639014007762563271,1,,,,,,
1639014868854773149,1,,,,,,
1639015845724457482,2,,,,,,
1639016370908343696,2,,,,,,
1639016952304176731,1,,,,,,
1639017588631395294,1,,,,,,
1639017737572864431,2,[2000000093123.0],1.0,,,,
1639019564156157831,2,"[2000000101712.0, 2000000061795.0]",2.0,,,,
16390203701068697228,2,,,,,,
1639020457324000483,1,[2000000101712.0],1.0,,,,
1639020678560641745,3,[2000000034102.0],1.0,,,,
16390211491014736460,1,,,,,,
1639021449699118149,2,"[2000000115115.0, 2000000063003.0]",2.0,,,,
1639022120221102358,1,,,,,,
163902226275298812,2,"[2000000022390.0, 2000000022390.0]",2.0,,,,
1639023016174723191,1,[2000000101712.0],1.0,,,,
1639023409998048514,3,[2000000101712.0],1.0,,,,
1639023605566231720,1,,,,,,
1639023674797146599,1,[2000000061795.0],1.0,,,,
1639023760897967086,1,,,,,,
1639023822312072876,4,,,,,,
1639023874920445561,1,,,,,,
1639024021285156937,3,,,,,,
1639025008432229241,1,,,,,,
1639025797507996307,1,[2000000101712.0],1.0,,,,
163902595766893395,1,[2000000010571.0],1.0,,,,
1639025994683740422,1,[2000000088549.0],1.0,,,,
1639026021373610415,1,[2000000101712.0],1.0,,,,
163902610215457375,2,,,,,,
1639026911639976786,1,[2000000101712.0],1.0,,,,
1639027659776671728,4,[2000000112299.0],1.0,,,,
1639027910615603455,3,"[2000000101712.0, 2000000082837.0]",2.0,,,,
1639027994325820013,5,[2000000111636.0],1.0,,,,
163902802948169060,1,,,,,,
1639028100860490102,1,[2000000101712.0],1.0,,,,
1639028148467388419,3,"[2000000101712.0, 2000000116389.0]",2.0,,,,
1639028651526378671,1,,,,,,
1639028866890565305,2,,,,,,
1639028958902157783,1,,,,,,
1639029178349320525,1,,,,,,
1639029591611538049,1,[2000000061795.0],1.0,,,,
1639029841908012536,1,,,,,,
1639030836430737812,3,,,,,,
1639030923327886140,1,[2000000101712.0],1.0,,,,
1639031150506160404,1,[2000000101712.0],1.0,,,,
16390314461035264767,1,,,,,,
1639031495625145198,8,,,,,,
1639031521882766112,4,"[2000000109084.0, 2000000114460.0]",2.0,,,,
1639031567875869865,3,[2000000101712.0],1.0,,,,
1639031719116976518,1,[2000000022741.0],1.0,,,,
163903182246693964,4,"[2000000038773.0, 2000000038773.0, 2000000116563.0]",3.0,,,,
1639031838263969434,8,"[2000000115726.0, 2000000116563.0, 2000000118093.0]",3.0,,,,
1639032039105429392,1,[2000000101712.0],1.0,,,,
1639032177862898313,1,[2000000115900.0],1.0,,,,
1639032611586514408,2,"[2000000061795.0, 2000000061795.0]",2.0,,,,
1639032670459602933,5,"[2000000061795.0, 2000000115900.0]",2.0,,,,
1639032827955903997,4,,,,,,
1639032936919705925,1,,,,,,
1639033791589997922,2,"[2000000061795.0, 2000000101712.0]",2.0,,,,
16390339071006250879,1,[2000000101712.0],1.0,,,,
163903403489782376,1,[2000000011158.0],1.0,,,,
1639034517926579523,4,[2000000115740.0],1.0,,,,
1639034541394921849,3,,,,,,
1639035077925000934,3,[2000000101712.0],1.0,,,,
1639035101665088845,3,"[2000000101712.0, 2000000101712.0]",2.0,,,,
16390352661059281593,1,[2000000061795.0],1.0,,,,
1639035266669332088,9,"[2000000101712.0, 2000000078076.0, 2000000081298.0, 2000000075266.0, 2000000078076.0, 2000000101712.0]",6.0,,,,
1639035270142539537,2,,,,,,
1639035314183289504,3,[2000000101712.0],1.0,,,,
16390353391030053265,2,[2000000116020.0],1.0,,,,
1639035722270561351,1,,,,,,
163903598369872799,13,"[2000000065908.0, 2000000065908.0, 2000000062341.0]",3.0,,,,
1639036045193118523,1,[2000000101712.0],1.0,,,,
1630580100156240446,9,,,,,,
1639036284956517928,2,[2000000101712.0],1.0,,,,
1639036449268475333,8,"[2000000101712.0, 2000000112961.0, 2000000110936.0, 2000000101712.0]",4.0,,,,
1639036503346385366,87,"[2000000109442.0, 2000000112558.0, 2000000112572.0, 2000000069708.0, 2000000112558.0, 2000000112558.0, 2000000085241.0, 2000000113968.0, 2000000114194.0, 2000000105512.0, 2000000105512.0, 2000000114194.0, 2000000074832.0, 2000000074818.0, 2000000110639.0, 2000000113487.0, 2000000084329.0, 2000000104621.0, 2000000109459.0, 2000000085241.0, 2000000104942.0, 2000000116051.0]",22.0,,,,
1639036560844724654,1,,,,,,
1639036610613333041,1,[2000000109466.0],1.0,,,,
1639037256427385239,1,[2000000019017.0],1.0,,,,
1639037345617835922,2,,,,,,
16390373058338457,1,[2000000078410.0],1.0,,,,
1639037575800293799,2,[2000000101712.0],1.0,,,,
1639037972948171354,1,[2000000101712.0],1.0,,,,
1639037971595568195,3,,,,,,
1639038330770236185,1,[2000000056937.0],1.0,,,,
1639038730451864565,1,[2000000061795.0],1.0,,,,
1639038947742871689,1,,,,,,
1639039000342903783,1,,,,,,
1639039167309250176,6,[2000000111261.0],1.0,,,,
1639039242681326829,1,[2000000112558.0],1.0,,,,
1639039261675060708,1,,,,,,
16390395791032349562,200,"[2000000089591.0, 2000000069319.0, 2000000076867.0, 2000000060170.0, 2000000076027.0, 2000000101484.0, 2000000108285.0, 2000000114279.0, 2000000062402.0, 2000000049885.0, 2000000040059.0, 2000000079394.0, 2000000113067.0, 2000000063126.0, 2000000115139.0, 2000000063126.0, 2000000115238.0, 2000000114170.0, 2000000102306.0, 2000000078052.0, 2000000113777.0, 2000000108285.0, 2000000101484.0, 2000000115979.0, 2000000076027.0, 2000000076867.0, 2000000060170.0, 2000000089591.0, 2000000060170.0, 2000000114170.0, 2000000076867.0, 2000000089591.0, 2000000089591.0, 2000000102306.0, 2000000101484.0, 2000000108285.0, 2000000060170.0, 2000000060170.0, 2000000115979.0, 2000000079394.0, 2000000049885.0, 2000000115139.0, 2000000063126.0, 2000000114170.0, 2000000101484.0, 2000000076027.0, 2000000062402.0, 2000000115238.0, 2000000078052.0, 2000000108285.0, 2000000060170.0, 2000000060170.0, 2000000089591.0, 2000000101484.0, 2000000115139.0, 2000000113067.0, 2000000113067.0, 2000000049885.0, 2000000076027.0, 2000000114170.0, 2000000102306.0, 2000000060170.0, 2000000114170.0]",63.0,,,,
1639039722547176506,1,[2000000101712.0],1.0,,,,
1639039730822760753,3,[2000000101712.0],1.0,,,,
1639040320372689491,3,"[2000000059631.0, 2000000116594.0, 2000000099590.0]",3.0,,,,
16390403511049108721,2,,,,,,
1599771527466505456,5,"[2000000116136.0, 2000000116136.0]",2.0,,,,
1639040636585621004,5,[2000000116709.0],1.0,,,,
1639040774467380301,9,"[2000000116600.0, 2000000104775.0, 2000000097855.0]",3.0,,,,
1639040784942276535,6,[2000000111988.0],1.0,,,,
163904079819855408,1,[2000000057279.0],1.0,,,,
1639040794816960332,7,,,,,,
1639041007407578755,2,"[2000000101712.0, 2000000079882.0]",2.0,,,,
1639041076384048546,1,,,,,,
1639041118991254675,3,"[2000000010571.0, 2000000010571.0, 2000000010571.0]",3.0,,,,
1639041359326081931,5,"[2000000081618.0, 2000000093321.0]",2.0,,,,
1639041480185597711,2,"[2000000101712.0, 2000000115733.0]",2.0,,,,
1639041701155920680,1,,,,,,
163904194111385192,1,,,,,,
1639042328769253283,1,[2000000101712.0],1.0,,,,
1639042416550982382,1,,,,,,
16390427396587920,1,[2000000101712.0],1.0,,,,
1639042517280180688,2,"[2000000101712.0, 2000000064345.0]",2.0,,,,
1639042656935332626,3,"[2000000112299.0, 2000000112299.0]",2.0,,,,
1639042783286674382,1,,,,,,
163904282052031539,1,[2000000082837.0],1.0,,,,
1639043304531443806,1,,,,,,
1639043613261966377,3,"[2000000108926.0, 2000000050621.0, 2000000108926.0]",3.0,,,,
1639043733983286970,4,"[2000000080710.0, 2000000116730.0]",2.0,,,,
1639043758644308420,3,,,,,,
1639043959654340010,1,[2000000048307.0],1.0,,,,
1639044456201535635,2,,,,,,
16390517481048035264,3,[2000000059396.0],1.0,,,,
1639044600304803581,1,[2000000105031.0],1.0,,,,
1639044637605641836,2,"[2000000082837.0, 2000000082837.0]",2.0,,,,
1639044721348290902,4,"[2000000101712.0, 2000000109466.0, 2000000061795.0, 2000000082837.0]",4.0,,,,
1639044906584051350,1,,,,,,
1639045136266294952,5,"[2000000105031.0, 2000000098548.0]",2.0,,,,
1639045138775373197,1,,,,,,
1639045144273848165,1,[2000000101712.0],1.0,,,,
1639049088220830923,2,,,,,,
1639045570908805982,5,"[2000000101712.0, 2000000041407.0, 2000000101712.0]",3.0,,,,
1639045637133813706,10,"[2000000118796.0, 2000000118314.0, 2000000118321.0, 2000000118352.0]",4.0,,,,
1639045914438761646,2,,,,,,
1639045921644871129,2,,,,,,
1639045929603533923,1,,,,,,
1639045966124406227,2,,,,,,
1639045968958955391,2,,,,,,
163904613495130064,7,"[2000000102931.0, 2000000111599.0]",2.0,,,,
1639046172557084783,12,"[2000000104386.0, 2000000104386.0, 2000000039671.0]",3.0,,,,
1639046341161724282,2,"[2000000078410.0, 2000000078410.0]",2.0,,,,
1639046397837698820,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1639046417154469993,1,[2000000101712.0],1.0,,,,
1639046513794075953,11,"[2000000090351.0, 2000000052335.0]",2.0,,,,
1639046916324191555,1,[2000000101712.0],1.0,,,,
1639047169995232083,10,"[2000000112985.0, 2000000111070.0, 2000000111315.0, 2000000115382.0]",4.0,,,,
1639047253894690204,1,[2000000090122.0],1.0,,,,
1639047370493751819,1,[2000000100272.0],1.0,,,,
16390474971010988117,1,[2000000101712.0],1.0,,,,
1639047565190218709,1,[2000000101712.0],1.0,,,,
1639047784227146489,4,[2000000101712.0],1.0,,,,
1639048110400085391,1,[2000000108087.0],1.0,,,,
16390481151014551603,8,"[2000000108087.0, 2000000114910.0, 2000000065823.0, 2000000060729.0]",4.0,,,,
1639048122574369088,2,"[2000000049557.0, 2000000049557.0]",2.0,,,,
163904817335828108,4,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1639048196395493929,4,"[2000000101712.0, 2000000116570.0]",2.0,,,,
1639048210234052444,1,,,,,,
1639048411313133166,6,,,,,,
1639048425833405069,1,[2000000101712.0],1.0,,,,
1639048425757589498,1,[2000000101712.0],1.0,,,,
163904854687463969,1,[2000000049557.0],1.0,,,,
1639048717418695983,2,[2000000079882.0],1.0,,,,
1639048770695941660,1,[2000000101712.0],1.0,,,,
1639048769558192795,2,,,,,,
1639049087168499635,6,,,,,,
163904916935158713,1,,,,,,
1639049208304410675,31,"[2000000116464.0, 2000000116464.0, 2000000116464.0, 2000000116464.0, 2000000115535.0, 2000000116464.0, 2000000116464.0, 2000000115177.0, 2000000005133.0, 2000000005355.0]",10.0,,,,
1639049307391020424,1,[2000000023816.0],1.0,,,,
1639049620278240450,1,[2000000101712.0],1.0,,,,
163904962566858420,2,"[2000000101712.0, 2000000109466.0]",2.0,,,,
1628954181937039147,2,,,,,,
1639049750567130838,1,[2000000109466.0],1.0,,,,
1639049878943429558,2,,,,,,
1639049989487778792,1,,,,,,
1639050138446473970,1,,,,,,
1639050424665740474,3,[2000000101712.0],1.0,,,,
1639050793682199106,2,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1639051035726745706,2,,,,,,
1639051706169272366,1,,,,,,
1639051472238042419,7,,,,,,
1639051763290234290,8,,,,,,
1639051868478555099,6,,,,,,
1639052061909182648,1,[2000000101712.0],1.0,,,,
163905206612444395,1,[2000000107073.0],1.0,,,,
1639052133142451326,3,,,,,,
1639052345502426935,1,[2000000115115.0],1.0,,,,
1639052560271695625,7,"[2000000108292.0, 2000000108292.0]",2.0,,,,
163905260026770819,9,"[2000000106939.0, 2000000078328.0]",2.0,,,,
1639052614937763179,1,[2000000048642.0],1.0,,,,
1639052822797190189,3,,,,,,
1639052933534321434,11,,,,,,
1620916632645032429,10,"[2000000112862.0, 2000000113135.0, 2000000112923.0]",3.0,,,,
1639053187358659335,5,"[2000000061795.0, 2000000073408.0]",2.0,,,,
1639053612641077379,4,"[2000000101712.0, 2000000116068.0]",2.0,,,,
16390540191058813781,1,[2000000105031.0],1.0,,,,
1639054053392900899,2,,,,,,
1639054165732585111,13,[2000000062174.0],1.0,,,,
163905417735673828,3,"[2000000101712.0, 2000000101712.0]",2.0,,,,
1639054250942482609,1,,,,,,
1639054281818824304,5,"[2000000114125.0, 2000000114125.0]",2.0,,,,
1639054289344077513,2,,,,,,
1639054308182448113,2,,,,,,
1639054338937644732,1,,,,,,
16390546692832805,6,"[2000000101712.0, 2000000114026.0]",2.0,,,,
163905468075652456,4,,,,,,
1639054703605394062,1,,,,,,
1639054757650998509,1,[2000000082837.0],1.0,,,,
1639054765287132815,2,,,,,,
163905507512641185,14,"[2000000116709.0, 2000000046471.0, 2000000112480.0, 2000000032351.0, 2000000116709.0]",5.0,,,,
163905523129260731,3,,,,,,
163905537437218673,1,,,,,,
1639055400513481712,1,[2000000101712.0],1.0,,,,
